"partition_datetime","mean_price"
2022-09-12 06:35:00,8
2022-09-12 06:40:00,8
2022-09-12 06:45:00,8
2022-09-12 06:50:00,8
2022-09-12 06:55:00,8
2022-09-12 07:00:00,8
2022-09-12 07:05:00,8
2022-09-12 07:10:00,8
2022-09-12 07:15:00,8
2022-09-12 07:20:00,8
2022-09-12 07:25:00,8
2022-09-12 07:30:00,8
2022-09-12 07:35:00,8
2022-09-12 07:40:00,8
2022-09-12 07:45:00,8
2022-09-12 07:50:00,8
2022-09-12 07:55:00,8
2022-09-12 08:00:00,8
2022-09-12 08:05:00,29
2022-09-12 08:10:00,29
2022-09-12 08:15:00,29
2022-09-12 08:20:00,29
2022-09-12 08:25:00,29
2022-09-12 08:30:00,29
2022-09-12 08:35:00,29
2022-09-12 08:40:00,27
2022-09-12 08:45:00,27
2022-09-12 08:50:00,7
2022-09-12 08:55:00,7
2022-09-12 09:00:00,7
2022-09-12 09:05:00,7
2022-09-12 09:10:00,41
2022-09-12 09:15:00,41
2022-09-12 09:20:00,41
2022-09-12 09:25:00,41
2022-09-12 09:30:00,41
2022-09-12 09:35:00,41
2022-09-12 09:40:00,41
2022-09-12 09:45:00,27
2022-09-12 09:50:00,27
2022-09-12 09:55:00,7
2022-09-12 10:00:00,7
2022-09-12 10:05:00,7
2022-09-12 10:10:00,7
2022-09-12 10:15:00,41
2022-09-12 10:20:00,41
2022-09-12 10:25:00,41
2022-09-12 10:30:00,41
2022-09-12 10:35:00,41
2022-09-12 10:40:00,41
2022-09-12 10:45:00,41
2022-09-12 10:50:00,27
2022-09-12 10:55:00,27
2022-09-12 11:00:00,7
2022-09-12 11:05:00,7
2022-09-12 11:10:00,7
2022-09-12 11:15:00,7
2022-09-12 11:20:00,41
2022-09-12 11:25:00,41
2022-09-12 11:30:00,41
2022-09-12 11:35:00,41
2022-09-12 11:40:00,41
2022-09-12 11:45:00,41
2022-09-12 11:50:00,41
2022-09-12 11:55:00,27
2022-09-12 12:00:00,27
2022-09-12 12:05:00,7
2022-09-12 12:10:00,7
2022-09-12 12:15:00,7
2022-09-12 12:20:00,7
2022-09-12 12:25:00,8
2022-09-12 12:30:00,8
2022-09-12 12:35:00,8
2022-09-12 12:40:00,8
2022-09-12 12:45:00,8
2022-09-12 12:50:00,8
2022-09-12 12:55:00,8
2022-09-13 06:00:00,8
2022-09-13 06:05:00,8
2022-09-13 06:10:00,8
2022-09-13 06:15:00,8
2022-09-13 06:20:00,8
2022-09-13 06:25:00,8
2022-09-13 06:30:00,8
2022-09-13 06:35:00,8
2022-09-13 06:40:00,8
2022-09-13 06:45:00,8
2022-09-13 06:50:00,8
2022-09-13 06:55:00,8
2022-09-13 07:00:00,8
2022-09-13 07:05:00,8
2022-09-13 07:10:00,8
2022-09-13 07:15:00,8
2022-09-13 07:20:00,8
2022-09-13 07:25:00,8
2022-09-13 07:30:00,8
2022-09-13 07:35:00,8
2022-09-13 07:40:00,8
2022-09-13 07:45:00,8
2022-09-13 07:50:00,8
2022-09-13 07:55:00,8
2022-09-13 08:00:00,8
2022-09-13 08:05:00,8
2022-09-13 08:10:00,8
2022-09-13 08:15:00,8
2022-09-13 08:20:00,8
2022-09-13 08:25:00,8
2022-09-13 08:30:00,8
2022-09-13 08:35:00,8
2022-09-13 08:40:00,29
2022-09-13 08:45:00,29
2022-09-13 08:50:00,29
2022-09-13 08:55:00,29
2022-09-13 09:00:00,29
2022-09-13 09:05:00,29
2022-09-13 09:10:00,29
2022-09-13 09:15:00,27
2022-09-13 09:20:00,27
2022-09-13 09:25:00,7
2022-09-13 09:30:00,7
2022-09-13 09:35:00,7
2022-09-13 09:40:00,7
2022-09-13 09:45:00,41
2022-09-13 09:50:00,41
2022-09-13 09:55:00,41
2022-09-13 10:00:00,41
2022-09-13 10:05:00,41
2022-09-13 10:10:00,41
2022-09-13 10:15:00,41
2022-09-13 10:20:00,27
2022-09-13 10:25:00,27
2022-09-13 10:30:00,7
2022-09-13 10:35:00,7
2022-09-13 10:40:00,7
2022-09-13 10:45:00,7
2022-09-13 10:50:00,41
2022-09-13 10:55:00,41
2022-09-13 11:00:00,41
2022-09-13 11:05:00,41
2022-09-13 11:10:00,41
2022-09-13 11:15:00,41
2022-09-13 11:20:00,41
2022-09-13 11:25:00,27
2022-09-13 11:30:00,27
2022-09-13 11:35:00,7
2022-09-13 11:40:00,7
2022-09-13 11:45:00,7
2022-09-13 11:50:00,7
2022-09-13 11:55:00,41
2022-09-13 12:00:00,41
2022-09-13 12:05:00,41
2022-09-13 12:10:00,41
2022-09-13 12:15:00,41
2022-09-13 12:20:00,41
2022-09-13 12:25:00,41
2022-09-13 12:30:00,27
2022-09-13 12:35:00,27
2022-09-13 12:40:00,7
2022-09-13 12:45:00,7
2022-09-13 12:50:00,7
2022-09-13 12:55:00,7
